forum,year,accept,decision_raw,decision_parse_success,title,abstract,keywords_raw,keyword_document,keyword_count,title_length,abstract_length,topic_cluster,link,num_reviews,mean_score,score_std,rating_parse_success_share,confidence_mean,confidence_parse_success_share,mean_sentiment,mean_politeness,mean_toxicity,mean_constructiveness,review_length_mean,confidence_missing,confidence_mean_imputed,mean_score_percentile,year_topic_cluster,parse_status,mean_sentiment_z,within_year_sentiment_median,high_sentiment,borderline_window,sentiment_rank,propensity_score,propensity_logit
B1nLkl-0Z,2018,0,Reject,1,Learning Gaussian Policies from Smoothed Action Value Functions,"State-action value functions (i.e., Q-values) are ubiquitous in reinforcement learning (RL), giving rise to popular algorithms such as SARSA and Q-learning. We propose a new notion of action value defined by a Gaussian smoothed version of the expected Q-value used in SARSA. We show that such smoothed Q-values still satisfy a Bellman equation, making them naturally learnable from experience sampled from an environment. Moreover, the gradients of expected reward with respect to the mean and covariance of a parameterized Gaussian policy can be recovered from the gradient and Hessian of the smoothed Q-value function. Based on these relationships we develop new algorithms for training a Gaussian policy directly from a learned Q-value approximator. The approach is also amenable to proximal optimization techniques by augmenting the objective with a penalty on KL-divergence from a previous policy. We find that the ability to learn both a mean and covariance during training allows this approach to achieve strong results on standard continuous control benchmarks.",['Reinforcement learning'],reinforcement learning,1,8,170,1,https://openreview.net/forum?id=B1nLkl-0Z,3,5.666666666666667,0.5773502691896258,1.0,3.6666666666666665,1.0,0.4674333333333333,0.869257496422967,0.0,0.8755321243375317,248.0,0,3.6666666666666665,0.5667028199566161,2018_1,decision=1;rating_share=1.0;confidence_share=1.0,-0.4988550834186398,0.5288750031382565,0,35-65,0.29259259259259257,0.5176050414624794,0.07044928864810063
B1spAqUp-,2018,0,Reject,1,Pixel Deconvolutional Networks,"Deconvolutional layers have been widely used in a variety of deep models for up-sampling, including encoder-decoder networks for semantic segmentation and deep generative models for unsupervised learning. One of the key limitations of deconvolutional operations is that they result in the so-called checkerboard problem. This is caused by the fact that no direct relationship exists among adjacent pixels on the output feature map. To address this problem, we propose the pixel deconvolutional layer (PixelDCL) to establish direct relationships among adjacent pixels on the up-sampled feature map. Our method is based on a fresh interpretation of the regular deconvolution operation. The resulting PixelDCL can be used to replace any deconvolutional layer in a plug-and-play manner without compromising the fully trainable capabilities of original models. The proposed PixelDCL may result in slight decrease in efficiency, but this can be overcome by an implementation trick. Experimental results on semantic segmentation demonstrate that PixelDCL can consider spatial features such as edges and shapes and yields more accurate segmentation outputs than deconvolutional layers. When used in image generation tasks, our PixelDCL can largely overcome the checkerboard problem suffered by regular deconvolution operations.","['Deep Learning', 'Deconvolutional Layer', 'Pixel CNN']",deep learning ; deconvolutional layer ; pixel cnn,3,3,193,7,https://openreview.net/forum?id=B1spAqUp-,3,5.333333333333333,0.5773502691896257,1.0,4.333333333333333,1.0,0.9597333333333332,0.4495872945229471,0.0,1.2928849841391563,301.0,0,4.333333333333333,0.4642082429501085,2018_7,decision=1;rating_share=1.0;confidence_share=1.0,0.7934309536473682,0.5288750031382565,1,35-65,0.8037037037037037,0.5106387526334312,0.04256143428703667
B1suU-bAW,2018,0,Reject,1,Learning Covariate-Specific Embeddings with Tensor Decompositions,"Word embedding is a useful approach to capture co-occurrence structures in a large corpus of text. In addition to the text data itself, we often have additional covariates associated with individual documents in the corpus---e.g. the demographic of the author, time and venue of publication, etc.---and we would like the embedding to naturally capture the information of the covariates. In this paper, we propose a new tensor decomposition model for word embeddings with covariates. Our model jointly learns a \\emph{base} embedding for all the words as well as a weighted diagonal transformation to model how each covariate modifies the base embedding. To obtain the specific embedding for a particular author or venue, for example, we can then simply multiply the base embedding by the transformation matrix associated with that time or venue. The main advantages of our approach is data efficiency and interpretability of the covariate transformation matrix. Our experiments demonstrate that our joint model learns substantially better embeddings conditioned on each covariate compared to the standard approach of learning a separate embedding for each covariate using only the relevant subset of data. Furthermore, our model encourages the embeddings to be ``topic-aligned'' in the sense that the dimensions have specific independent meanings. This allows our covariate-specific embeddings to be compared by topic, enabling downstream differential analysis. We empirically evaluate the benefits of our algorithm on several datasets, and demonstrate how it can be used to address many natural questions about the effects of covariates.","['Word embedding', 'tensor decomposition']",word embedding ; tensor decomposition,2,7,251,4,https://openreview.net/forum?id=B1suU-bAW,3,5.0,0.0,1.0,4.0,1.0,0.9823333333333334,0.1034715929964446,0.0,0.7692498396701012,555.3333333333334,0,4.0,0.36388286334056397,2018_4,decision=1;rating_share=1.0;confidence_share=1.0,0.8527558864885058,0.5288750031382565,1,35-65,0.9407407407407408,0.6695075451159823,0.7059586052118253
BJ6anzb0Z,2018,0,Reject,1,Multimodal Sentiment Analysis To Explore the Structure of Emotions,"We propose a novel approach to multimodal sentiment analysis using deep neural networks combining visual recognition and natural language processing. Our goal is different than the standard sentiment analysis goal of predicting whether a sentence expresses positive or negative sentiment; instead, we aim to infer the latent emotional state of the user. Thus, we focus on predicting the emotion word tags attached by users to their Tumblr posts, treating these as “self-reported emotions.” We demonstrate that our multimodal model combining both text and image features outperforms separate models based solely on either images or text. Our model’s results are interpretable, automatically yielding sensible word lists associated with emotions. We explore the structure of emotions implied by our model and compare it to what has been posited in the psychology literature, and validate our model on a set of images that have been used in psychology studies. Finally, our work also provides a useful tool for the growing academic study of images— both photographs and memes—on social networks.",,missingkeyword,0,9,170,3,https://openreview.net/forum?id=BJ6anzb0Z,3,5.0,1.0,1.0,5.0,1.0,0.9454333333333332,0.9425126270046056,0.0,2.3298335651276827,456.0,0,5.0,0.36388286334056397,2018_3,decision=1;rating_share=1.0;confidence_share=1.0,0.755893496141693,0.5288750031382565,1,35-65,0.737037037037037,0.5701791685951614,0.28258219160117765
BJ7d0fW0b,2018,0,Reject,1,Faster Reinforcement Learning with Expert State Sequences,"Imitation learning relies on expert demonstrations. Existing approaches often re- quire that the complete demonstration data, including sequences of actions and states are available. In this paper, we consider a realistic and more difficult sce- nario where a reinforcement learning agent only has access to the state sequences of an expert, while the expert actions are not available. Inferring the unseen ex- pert actions in a stochastic environment is challenging and usually infeasible when combined with a large state space. We propose a novel policy learning method which only utilizes the expert state sequences without inferring the unseen ac- tions. Specifically, our agent first learns to extract useful sub-goal information from the state sequences of the expert and then utilizes the extracted sub-goal information to factorize the action value estimate over state-action pairs and sub- goals. The extracted sub-goals are also used to synthesize guidance rewards in the policy learning. We evaluate our agent on five Doom tasks. Our empirical results show that the proposed method significantly outperforms the conventional DQN method.","['Reinforcement Learning', 'Imitation Learning']",reinforcement learning ; imitation learning,2,7,176,1,https://openreview.net/forum?id=BJ7d0fW0b,3,5.666666666666667,0.5773502691896257,1.0,4.0,1.0,0.9675666666666668,0.1357407218229814,0.0,0.8424486512597773,741.6666666666666,0,4.0,0.5667028199566161,2018_1,decision=1;rating_share=1.0;confidence_share=1.0,0.8139934303695918,0.5288750031382565,1,35-65,0.8481481481481481,0.942907297806916,2.804291671170861
BJDEbngCZ,2018,0,Reject,1,Global Convergence of Policy Gradient Methods for Linearized Control Problems,"Direct policy gradient methods for reinforcement learning and continuous control problems are a popular approach for a variety of reasons: 1) they are easy to implement without explicit knowledge of the underlying model; 2) they are an ""end-to-end"" approach, directly optimizing the performance metric of interest; 3) they inherently allow for richly parameterized policies. A notable drawback is that even in the most basic continuous control problem (that of linear quadratic regulators), these methods must solve a non-convex optimization problem, where little is understood about their efficiency from both computational and statistical perspectives. In contrast, system identification and model based planning in optimal control theory have a much more solid theoretical footing, where much is known with regards to their computational and statistical properties. This work bridges this gap showing that (model free) policy gradient methods globally converge to the optimal solution and are efficient (polynomially so in relevant problem dependent quantities) with regards to their sample and computational complexities.","['linear quadratic regulator', 'policy gradient', 'natural gradient', 'reinforcement learning', 'non-convex optimization']",linear quadratic regulator ; policy gradient ; natural gradient ; reinforcement learning ; non convex optimization,5,10,160,1,https://openreview.net/forum?id=BJDEbngCZ,3,5.333333333333333,0.5773502691896257,1.0,3.333333333333333,1.0,0.0390666666666666,0.0,0.0,0.9219348659003832,113.0,0,3.333333333333333,0.4642082429501085,2018_1,decision=1;rating_share=1.0;confidence_share=1.0,-1.62331631047093,0.5288750031382565,0,35-65,0.08148148148148149,0.3319275624288712,-0.6994798474798761
BJJ9bz-0-,2018,0,Invite to Workshop Track,1,Reinforcement Learning from Imperfect Demonstrations,"Robust real-world learning should benefit from both demonstrations and interaction with the environment. Current approaches to learning from demonstration and reward perform supervised learning on expert demonstration data and use reinforcement learning to further improve performance based on reward from the environment. These tasks have divergent losses which are difficult to jointly optimize; further, such methods can be very sensitive to noisy demonstrations. We propose a unified reinforcement learning algorithm that effectively normalizes the Q-function, reducing the Q-values of actions unseen in the demonstration data. Our Normalized Actor-Critic (NAC) method can learn from demonstration data of arbitrary quality and also leverages rewards from an interactive environment. NAC learns an initial policy network from demonstration and refines the policy in a real environment. Crucially, both learning from demonstration and interactive refinement use exactly the same objective, unlike prior approaches that combine distinct supervised and reinforcement losses. This makes NAC robust to suboptimal demonstration data, since the method is not forced to mimic all of the examples in the dataset. We show that our unified reinforcement learning algorithm can learn robustly and outperform existing baselines when evaluated on several realistic driving games.","['learning from demonstration', 'reinforcement learning', 'maximum entropy learning']",learning from demonstration ; reinforcement learning ; maximum entropy learning,3,5,194,1,https://openreview.net/forum?id=BJJ9bz-0-,3,5.333333333333333,0.5773502691896258,1.0,4.0,1.0,-0.2329,0.9093146302448628,0.0,1.3026852561736282,419.0,0,4.0,0.4642082429501085,2018_1,decision=1;rating_share=1.0;confidence_share=1.0,-2.337228002286324,0.5288750031382565,0,35-65,0.04814814814814815,0.7251591860488279,0.9701991260132625
BJLmN8xRW,2018,0,Reject,1,Character Level Based Detection of DGA Domain Names,"Recently several different deep learning architectures have been proposed that take a string of characters as the raw input signal and automatically derive features for text classification. Little studies are available that compare the effectiveness of these approaches for character based text classification with each other. In this paper we perform such an empirical comparison for the important cybersecurity problem of DGA detection: classifying domain names as either benign vs. produced by malware (i.e., by a Domain Generation Algorithm). Training and evaluating on a dataset with 2M domain names shows that there is surprisingly little difference between various convolutional neural network (CNN) and recurrent neural network (RNN) based architectures in terms of accuracy, prompting a preference for the simpler architectures, since they are faster to train and less prone to overfitting.","['deep neural networks', 'short text classification', 'cybersecurity', 'domain generation algorithms', 'malicious domain names']",deep neural networks ; short text classification ; cybersecurity ; domain generation algorithms ; malicious domain names,5,8,132,12,https://openreview.net/forum?id=BJLmN8xRW,3,5.333333333333333,1.5275252316519468,1.0,3.6666666666666665,1.0,0.2900666666666667,0.4102130244262224,0.0,1.9912569517758465,391.6666666666667,0,3.6666666666666665,0.4642082429501085,2018_12,decision=1;rating_share=1.0;confidence_share=1.0,-0.9644420563503364,0.5288750031382565,0,35-65,0.15555555555555556,0.5167262910783994,0.0669301383890248
BJMuY-gRW,2018,0,Reject,1,Jointly Learning Sentence Embeddings and Syntax with Unsupervised Tree-LSTMs,"We introduce a neural network that represents sentences by composing their words according to induced binary parse trees. We use Tree-LSTM as our composition function, applied along a tree structure found by a fully differentiable natural language chart parser. Our model simultaneously optimises both the composition function and the parser, thus eliminating the need for externally-provided parse trees which are normally required for Tree-LSTM. It can therefore be seen as a tree-based RNN that is unsupervised with respect to the parse trees. As it is fully differentiable, our model is easily trained with an off-the-shelf gradient descent method and backpropagation. We demonstrate that it achieves better performance compared to various supervised Tree-LSTM architectures on a textual entailment task and a reverse dictionary task. Finally, we show how performance can be improved with an attention mechanism which fully exploits the parse chart, by attending over all possible subspans of the sentence.","['hierarchical', 'tree-lstm', 'treelstm', 'syntax', 'composition']",hierarchical ; tree lstm ; treelstm ; syntax ; composition,5,10,157,4,https://openreview.net/forum?id=BJMuY-gRW,3,5.0,1.0,1.0,4.0,1.0,0.3994666666666667,0.3436426116838487,0.0,0.9021562423556712,290.3333333333333,0,4.0,0.36388286334056397,2018_4,decision=1;rating_share=1.0;confidence_share=1.0,-0.6772673814467791,0.5288750031382565,0,35-65,0.26296296296296295,0.35043471588430775,-0.6171289163123427
BJij4yg0Z,2018,1,Accept (Poster),1,A Bayesian Perspective on Generalization and Stochastic Gradient Descent,"We consider two questions at the heart of machine learning; how can we predict if a minimum will generalize to the test set, and why does stochastic gradient descent find minima that generalize well? Our work responds to \\citet{zhang2016understanding}, who showed deep neural networks can easily memorize randomly labeled training data, despite generalizing well on real labels of the same inputs. We show that the same phenomenon occurs in small linear models. These observations are explained by the Bayesian evidence, which penalizes sharp minima but is invariant to model parameterization. We also demonstrate that, when one holds the learning rate fixed, there is an optimum batch size which maximizes the test set accuracy. We propose that the noise introduced by small mini-batches drives the parameters towards minima whose evidence is large. Interpreting stochastic gradient descent as a stochastic differential equation, we identify the ``noise scale"" $g = \\epsilon (\\frac{N}{B} - 1) \\approx \\epsilon N/B$, where $\\epsilon$ is the learning rate, $N$ the training set size and $B$ the batch size. Consequently the optimum batch size is proportional to both the learning rate and the size of the training set, $B_{opt} \\propto \\epsilon N$. We verify these predictions empirically.","['generalization', 'stochastic gradient descent', 'stochastic differential equations', 'scaling rules', 'large batch training', 'bayes theorem', 'batch size']",generalization ; stochastic gradient descent ; stochastic differential equations ; scaling rules ; large batch training ; bayes theorem ; batch size,7,9,202,4,https://openreview.net/forum?id=BJij4yg0Z,3,5.666666666666667,2.309401076758503,1.0,3.6666666666666665,1.0,0.4821,0.0977517106549364,0.0,1.4712347899060667,756.6666666666666,0,3.6666666666666665,0.5667028199566161,2018_4,decision=1;rating_share=1.0;confidence_share=1.0,-0.46035512700256265,0.5288750031382565,0,35-65,0.3074074074074074,0.86784256657326,1.8820164339074235
BJjBnN9a-,2018,0,Reject,1,Continuous Convolutional Neural Networks for Image Classification,"This paper introduces the concept of continuous convolution to neural networks and deep learning applications in general. Rather than directly using discretized information, input data is first projected into a high-dimensional Reproducing Kernel Hilbert Space (RKHS), where it can be modeled as a continuous function using a series of kernel bases. We then proceed to derive a closed-form solution to the continuous convolution operation between two arbitrary functions operating in different RKHS. Within this framework, convolutional filters also take the form of continuous functions, and the training procedure involves learning the RKHS to which each of these filters is projected, alongside their weight parameters. This results in much more expressive filters, that do not require spatial discretization and benefit from properties such as adaptive support and non-stationarity. Experiments on image classification are performed, using classical datasets, with results indicating that the proposed continuous convolutional neural network is able to achieve competitive accuracy rates with far fewer parameters and a faster convergence rate.","['convolutional neural networks', 'image classification', 'deep learning', 'feature representation', 'hilbert maps', 'reproducing kernel hilbert space']",convolutional neural networks ; image classification ; deep learning ; feature representation ; hilbert maps ; reproducing kernel hilbert space,6,7,165,12,https://openreview.net/forum?id=BJjBnN9a-,3,5.0,1.0,1.0,3.0,1.0,0.4639999999999999,0.8809396924979643,0.0,0.8387092165141415,387.0,0,3.0,0.36388286334056397,2018_12,decision=1;rating_share=1.0;confidence_share=1.0,-0.5078675732160398,0.5288750031382565,0,35-65,0.28888888888888886,0.47777587249087006,-0.08895512224933708
