forum_treated,forum_control,year_treated,year_control,accept_treated,accept_control,decision_raw_treated,decision_raw_control,decision_parse_success_treated,decision_parse_success_control,title_treated,title_control,abstract_treated,abstract_control,keywords_raw_treated,keywords_raw_control,keyword_document_treated,keyword_document_control,keyword_count_treated,keyword_count_control,title_length_treated,title_length_control,abstract_length_treated,abstract_length_control,topic_cluster_treated,topic_cluster_control,link_treated,link_control,num_reviews_treated,num_reviews_control,mean_score_treated,mean_score_control,score_std_treated,score_std_control,rating_parse_success_share_treated,rating_parse_success_share_control,confidence_mean_treated,confidence_mean_control,confidence_parse_success_share_treated,confidence_parse_success_share_control,mean_sentiment_treated,mean_sentiment_control,mean_politeness_treated,mean_politeness_control,mean_toxicity_treated,mean_toxicity_control,mean_constructiveness_treated,mean_constructiveness_control,review_length_mean_treated,review_length_mean_control,confidence_missing_treated,confidence_missing_control,confidence_mean_imputed_treated,confidence_mean_imputed_control,mean_score_percentile_treated,mean_score_percentile_control,year_topic_cluster_treated,year_topic_cluster_control,parse_status_treated,parse_status_control,mean_sentiment_z_treated,mean_sentiment_z_control,within_year_sentiment_median_treated,within_year_sentiment_median_control,high_sentiment_treated,high_sentiment_control,borderline_window_treated,borderline_window_control,sentiment_rank_treated,sentiment_rank_control,propensity_score_treated,propensity_score_control,propensity_logit_treated,propensity_logit_control,distance,year
Skl-fyHKPH,BJlqYlrtPB,2020,2020,0,0,Reject,Reject,1,1,A Mean-Field Theory for Kernel Alignment with Random Features in Generative Adverserial Networks,Negative Sampling in Variational Autoencoders,"We propose a novel supervised learning method to optimize the kernel in maximum mean discrepancy generative adversarial networks (MMD GANs). Specifically, we characterize a distributionally robust optimization problem to compute a good distribution for the random feature model of Rahimi and Recht to approximate a good kernel function. Due to the fact that the distributional optimization is infinite dimensional, we consider a Monte-Carlo sample average approximation (SAA) to obtain a more tractable finite dimensional optimization problem. We subsequently leverage a particle stochastic gradient descent (SGD) method to solve finite dimensional optimization problems. Based on a mean-field analysis, we then prove that the empirical distribution of the interactive particles system at each iteration of the SGD follows the path of the gradient descent flow on the Wasserstein manifold. We also establish the non-asymptotic consistency of the finite sample estimator. Our empirical evaluation on synthetic data-set as well as MNIST and CIFAR-10 benchmark data-sets indicates that our proposed MMD GAN model with kernel learning indeed attains higher inception scores well as Fr\\`{e}chet inception distances and generates better images compared to the generative moment matching network (GMMN) and MMD GAN with untrained kernels.","We propose negative sampling as an approach to improve the notoriously bad out-of-distribution likelihood estimates of Variational Autoencoder models. Our model pushes latent images of negative samples away from the prior. When the source of negative samples is an auxiliary dataset, such a model can vastly improve on baselines when evaluated on OOD detection tasks. Perhaps more surprisingly, we present a fully unsupervised variant that can also significantly improve detection performance: using the output of the generator as a source of negative samples results in a fully unsupervised model that can be interpreted as adversarially trained.","['Kernel Learning', 'Generative Adversarial Networks', 'Mean Field Theory']","['Variational Autoencoder', 'generative modelling', 'out-of-distribution detection']",kernel learning ; generative adversarial networks ; mean field theory,variational autoencoder ; generative modelling ; out of distribution detection,3,3,14,5,197,98,5,6,https://openreview.net/forum?id=Skl-fyHKPH,https://openreview.net/forum?id=BJlqYlrtPB,3,3,4.333333333333333,4.0,2.8867513459481287,1.7320508075688772,1.0,1.0,,,0.0,0.0,0.9386,-0.9506333333333332,0.5569706231957888,0.1225360555731866,0.0,0.0,1.8657799499066057,0.7502955526974636,402.0,374.6666666666667,1,1,3.6666666666666665,3.6666666666666665,0.5135,0.428,2020_5,2020_6,decision=1;rating_share=1.0;confidence_share=0.0,decision=1;rating_share=1.0;confidence_share=0.0,0.6987238783448502,-4.380186461424878,0.4493351055520211,0.4493351055520211,1,0,35-65,35-65,0.6819571865443425,0.0030581039755351682,0.32083182152976875,0.320673973953256,-0.7499517170451483,-0.7506762189674,0.000724501922251708,2020
HklsHyBKDr,rJg46kHYwH,2020,2020,0,0,Reject,Reject,1,1,On Predictive Information Sub-optimality of RNNs,Adaptive Generation of Unrestricted Adversarial Inputs,"Certain biological neurons demonstrate a remarkable capability to optimally compress the history of sensory inputs while being maximally informative about the future. In this work, we investigate if the same can be said of artificial neurons in recurrent neural networks (RNNs) trained with maximum likelihood. In experiments on two datasets, restorative Brownian motion and a hand-drawn sketch dataset, we find that RNNs are sub-optimal in the information plane. Instead of optimally compressing past information, they extract additional information that is not relevant for predicting the future. Overcoming this limitation may require alternative training procedures and architectures, or objectives beyond maximum likelihood estimation.","Neural networks are vulnerable to adversarially-constructed perturbations of their inputs. Most research so far has considered perturbations of a fixed magnitude under some $l_p$ norm. Although studying these attacks is valuable, there has been increasing interest in the construction of—and robustness to—unrestricted attacks, which are not constrained to a small and rather artificial subset of all possible adversarial inputs. We introduce a novel algorithm for generating such unrestricted adversarial inputs which, unlike prior work, is adaptive: it is able to tune its attacks to the classifier being targeted. It also offers a 400–2,000× speedup over the existing state of the art. We demonstrate our approach by generating unrestricted adversarial inputs that fool classifiers robust to perturbation-based attacks. We also show that, by virtue of being adaptive and unrestricted, our attack is able to bypass adversarial training against it.",,"['Adversarial Examples', 'Adversarial Robustness', 'Generative Adversarial Networks', 'Image Classification']",missingkeyword,adversarial examples ; adversarial robustness ; generative adversarial networks ; image classification,0,4,7,6,104,142,3,2,https://openreview.net/forum?id=HklsHyBKDr,https://openreview.net/forum?id=rJg46kHYwH,3,3,4.0,5.0,1.7320508075688772,1.7320508075688772,1.0,1.0,,,0.0,0.0,0.9830666666666666,0.2568,0.8564999167232149,0.4516461309718211,0.0,0.0,3.3322369162715564,1.0733693168881884,264.6666666666667,573.6666666666666,1,1,3.6666666666666665,3.6666666666666665,0.428,0.6195,2020_3,2020_2,decision=1;rating_share=1.0;confidence_share=0.0,decision=1;rating_share=1.0;confidence_share=0.0,0.8182656041463714,-1.134189509619404,0.4493351055520211,0.4493351055520211,1,0,35-65,35-65,0.9296636085626911,0.11314984709480122,0.32862258615703344,0.324002299506713,-0.7144215058492194,-0.7354390613899437,0.021017555540724375,2020
HJx7uJStPH,rkxgHerKvH,2020,2020,0,0,Reject,Reject,1,1,Music Source Separation in the Waveform Domain,DEEP GRAPH SPECTRAL EVOLUTION NETWORKS FOR GRAPH TOPOLOGICAL TRANSFORMATION,"Source separation for music is the task of isolating contributions, or stems, from different instruments recorded individually and arranged together to form a song.Such components include voice, bass, drums and any other accompaniments. While end-to-end models that directly generate the waveform are state-of-the-art in many audio synthesis problems, the best multi-instrument source separation models generate masks on the magnitude spectrum and achieve performances far above current end-to-end, waveform-to-waveform models. We present an in-depth analysis of a new architecture, which we will refer to as Demucs, based on a (transposed) convolutional autoencoder, with a bidirectional LSTM at the bottleneck layer and skip-connections as in U-Networks (Ronneberger et al., 2015). Compared to the state-of-the-art waveform-to-waveform model, Wave-U-Net (Stoller et al., 2018), the main features of our approach in addition of the bi-LSTM are the use of trans-posed convolution layers instead of upsampling-convolution blocks, the use of gated linear units, exponentially growing the number of channels with depth and a new careful initialization of the weights. Results on the MusDB dataset show that our architecture achieves a signal-to-distortion ratio (SDR) nearly 2.2 points higher than the best waveform-to-waveform competitor (from 3.2 to 5.4 SDR). This makes our model match the state-of-the-art performances on this dataset, bridging the performance gap between models that operate on the spectrogram and end-to-end approaches.","Characterizing the underlying mechanism of graph topological evolution from a source graph to a target graph has attracted fast increasing attention in the deep graph learning domain. However, there lacks expressive and efficient that can handle global and local evolution patterns between source and target graphs. On the other hand, graph topological evolution has been investigated in the graph signal processing domain historically, but it involves intensive labors to manually determine suitable prescribed spectral models and prohibitive difficulty to fit their potential combinations and compositions. To address these challenges, this paper proposes the deep Graph Spectral Evolution Network (GSEN) for modeling the graph topology evolution problem by the composition of newly-developed generalized graph kernels. GSEN can effectively fit a wide range of existing graph kernels and their combinations and compositions with the theoretical guarantee and experimental verification. GSEN has outstanding efficiency in terms of time complexity ($O(n)$) and parameter complexity ($O(1)$), where $n$ is the number of nodes of the graph. Extensive experiments on multiple synthetic and real-world datasets have demonstrated outstanding performance.","['source separation', 'audio synthesis', 'deep learning']","['deep graph learning', 'graph transformation', 'brain network']",source separation ; audio synthesis ; deep learning,deep graph learning ; graph transformation ; brain network,3,3,7,9,244,176,7,9,https://openreview.net/forum?id=HJx7uJStPH,https://openreview.net/forum?id=rkxgHerKvH,3,2,4.666666666666667,4.5,2.8867513459481287,2.1213203435596424,1.0,1.0,,,0.0,0.0,0.938,0.5662,0.7527551219034286,0.4702194357366771,0.0,0.0,1.8955393387191792,0.8569578846940167,263.0,205.5,1,1,3.6666666666666665,3.6666666666666665,0.547,0.5265,2020_7,2020_9,decision=1;rating_share=1.0;confidence_share=0.0,decision=1;rating_share=1.0;confidence_share=0.0,0.697110871549927,-0.3024156723707382,0.4493351055520211,0.4493351055520211,1,0,35-65,35-65,0.6788990825688074,0.3058103975535168,0.3369205475536046,0.3371721211999949,-0.6770476821634738,-0.6759218014614565,0.0011258807020172457,2020
rJgjGxrFPS,HJlvCR4KDS,2020,2020,0,0,Reject,Reject,1,1,A Simple and Scalable Shape Representation for 3D Reconstruction,Why Does the VQA Model Answer No?: Improving Reasoning through Visual and Linguistic Inference,"Deep learning applied to the reconstruction of 3D shapes has seen growing interest. A popular approach to 3D reconstruction and generation in recent years has been the CNN decoder-encoder model often applied in voxel space. However this often scales very poorly with the resolution limiting the effectiveness of these models. Several sophisticated alternatives for decoding to 3D shapes have been proposed typically relying on alternative deep learning architectures. We show however in this work that standard benchmarks in 3D reconstruction can be tackled with a surprisingly simple approach: a linear decoder obtained by principal component analysis on the signed distance transform of the surface. This approach allows easily scaling to larger resolutions. We show in multiple experiments it is competitive with state of the art methods and also allows the decoder to be fine-tuned on the target task using a loss designed for SDF transforms, obtaining further gains.","In order to make Visual Question Answering (VQA) explainable, previous studies not only visualize the attended region of a VQA model but also generate textual explanations for its answers. However, when the model’s answer is ‘no,’ existing methods have difficulty in revealing detailed arguments that lead to that answer. In addition, previous methods are insufficient to provide logical bases, when the question requires common sense to answer. In this paper, we propose a novel textual explanation method to overcome the aforementioned limitations. First, we extract keywords that are essential to infer an answer from a question. Second, for a pre-trained explanation generator, we utilize a novel Variable-Constrained Beam Search (VCBS) algorithm to generate phrases that best describes the relationship between keywords in images. Then, we complete an explanation by feeding the phrase to the generator. Furthermore, if the answer to the question is “yes” or “no,” we apply Natural Langauge Inference (NLI) to identify whether contents of the question can be inferred from the explanation using common sense. Our user study, conducted in Amazon Mechanical Turk (MTurk), shows that our proposed method generates more reliable explanations compared to the previous methods. Moreover, by modifying the VQA model’s answer through the output of the NLI model, we show that VQA performance increases by 1.1% from the original model.","['Computer Vision', '3D Reconstruction']","['Image Captioning', 'Visual Question Answering', 'Explainable A.I', 'Beam Search', 'Constrained Beam Search']",computer vision ; d reconstruction,image captioning ; visual question answering ; explainable a i ; beam search ; constrained beam search,2,5,9,14,150,220,4,4,https://openreview.net/forum?id=rJgjGxrFPS,https://openreview.net/forum?id=HJlvCR4KDS,3,3,4.0,5.0,1.7320508075688772,1.7320508075688772,1.0,1.0,,,0.0,0.0,0.9607,0.5624666666666667,0.3433612153281842,0.4592540076411044,0.0,0.0,1.948765001497793,1.8020486476329949,318.0,275.6666666666667,1,1,3.6666666666666665,3.6666666666666665,0.428,0.6195,2020_4,2020_4,decision=1;rating_share=1.0;confidence_share=0.0,decision=1;rating_share=1.0;confidence_share=0.0,0.7581362952911834,-0.3124521590947041,0.4493351055520211,0.4493351055520211,1,0,35-65,35-65,0.7767584097859327,0.29357798165137616,0.34596661872185863,0.34603311954526117,-0.6368160991433475,-0.6365222169625404,0.0002938821808070591,2020
rygvFyrKwH,rkeqn1rtDH,2020,2020,0,0,Reject,Reject,1,1,Adversarial Robustness as a Prior for Learned Representations,Hierarchical Graph Matching Networks for Deep Graph Similarity Learning,"An important goal in deep learning is to learn versatile, high-level feature representations of input data. However, standard networks' representations seem to possess shortcomings that, as we illustrate, prevent them from fully realizing this goal. In this work, we show that robust optimization can be re-cast as a tool for enforcing priors on the features learned by deep neural networks. It turns out that representations learned by robust models address the aforementioned shortcomings and make significant progress towards learning a high-level encoding of inputs. In particular, these representations are approximately invertible, while allowing for direct visualization and manipulation of salient input features. More broadly, our results indicate adversarial robustness as a promising avenue for improving learned representations.","While the celebrated graph neural networks yields effective representations for individual nodes of a graph, there has been relatively less success in extending to deep graph similarity learning. Recent work has considered either global-level graph-graph interactions or low-level node-node interactions, ignoring the rich cross-level interactions between parts of a graph and a whole graph. In this paper, we propose a Hierarchical Graph Matching Network (HGMN) for computing the graph similarity between any pair of graph-structured objects. Our model jointly learns graph representations and a graph matching metric function for computing graph similarity in an end-to-end fashion. The proposed HGMN model consists of a multi-perspective node-graph matching network for effectively learning cross-level interactions between parts of a graph and a whole graph, and a siamese graph neural network for learning global-level interactions between two graphs. Our comprehensive experiments demonstrate that our proposed HGMN consistently outperforms state-of-the-art graph matching networks baselines for both classification and regression tasks.","['adversarial robustness', 'adversarial examples', 'robust optimization', 'representation learning', 'feature visualization']","['Graph Neural Network', 'Graph Matching Network', 'Graph Similarity Learning']",adversarial robustness ; adversarial examples ; robust optimization ; representation learning ; feature visualization,graph neural network ; graph matching network ; graph similarity learning,5,3,8,9,120,170,2,9,https://openreview.net/forum?id=rygvFyrKwH,https://openreview.net/forum?id=rkeqn1rtDH,3,3,4.0,4.0,1.7320508075688772,1.7320508075688772,1.0,1.0,,,0.0,0.0,0.9824666666666668,-0.0270999999999999,0.1075268817204301,0.7436995006055779,0.0,0.0,1.158853422518694,1.3372488510610057,664.6666666666666,244.0,1,1,3.6666666666666665,3.6666666666666665,0.428,0.428,2020_2,2020_9,decision=1;rating_share=1.0;confidence_share=0.0,decision=1;rating_share=1.0;confidence_share=0.0,0.8166525973514488,-1.8974105580838385,0.4493351055520211,0.4493351055520211,1,0,35-65,35-65,0.9143730886850153,0.06422018348623854,0.34870873985313144,0.34267206091053626,-0.6247199289009068,-0.6514091410275329,0.026689212126626116,2020
r1erNxBtwr,BJxQxeBYwH,2020,2020,0,0,Reject,Reject,1,1,Demystifying Graph Neural Network Via Graph Filter Assessment,Are Powerful Graph Neural Nets Necessary? A Dissection on Graph Classification,"Graph Neural Networks (GNNs) have received tremendous attention recently due to their power in handling graph data for different downstream tasks across different application domains. The key of GNN is its graph convolutional filters, and recently various kinds of filters are designed. However, there still lacks in-depth analysis on (1) Whether there exists a best filter that can perform best on all graph data; (2) Which graph properties will influence the optimal choice of graph filter; (3) How to design appropriate filter adaptive to the graph data. In this paper, we focus on addressing the above three questions. We first propose a novel assessment tool to evaluate the effectiveness of graph convolutional filters for a given graph. Using the assessment tool, we find out that there is no single filter as a `silver bullet' that perform the best on all possible graphs. In addition, different graph structure properties will influence the optimal graph convolutional filter's design choice. Based on these findings, we develop Adaptive Filter Graph Neural Network (AFGNN), a simple but powerful model that can adaptively learn task-specific filter. For a given graph, it leverages graph filter assessment as regularization and learns to combine from a set of base filters. Experiments on both synthetic and real-world benchmark datasets demonstrate that our proposed model can indeed learn an appropriate filter and perform well on graph tasks.","Graph Neural Nets (GNNs) have received increasing attentions, partially due to their superior performance in many node and graph classification tasks. However, there is a lack of understanding on what they are learning and how sophisticated the learned graph functions are. In this work, we propose a dissection of GNNs on graph classification into two parts: 1) the graph filtering, where graph-based neighbor aggregations are performed, and 2) the set function, where a set of hidden node features are composed for prediction. To study the importance of both parts, we propose to linearize them separately. We first linearize the graph filtering function, resulting Graph Feature Network (GFN), which is a simple lightweight neural net defined on a \\textit{set} of graph augmented features. Further linearization of GFN's set function results in Graph Linear Network (GLN), which is a linear function. Empirically we perform evaluations on common graph classification benchmarks. To our surprise, we find that, despite the simplification, GFN could match or exceed the best accuracies produced by recently proposed GNNs (with a fraction of computation cost), while GLN underperforms significantly. Our results demonstrate the importance of non-linear set function, and suggest that linear graph filtering with non-linear set function is an efficient and powerful scheme for modeling existing graph classification benchmarks.","['Graph Neural Networks', 'Graph convolutional filter analysis', 'representational power']","['graph neural nets', 'graph classification', 'set function']",graph neural networks ; graph convolutional filter analysis ; representational power,graph neural nets ; graph classification ; set function,3,3,8,11,226,213,12,12,https://openreview.net/forum?id=r1erNxBtwr,https://openreview.net/forum?id=BJxQxeBYwH,3,3,4.0,5.0,3.605551275463989,1.7320508075688772,1.0,1.0,,,0.0,0.0,0.9511,0.5781,0.466794715092253,1.013621387606651,0.0,0.0,1.463826319771841,1.376909079398893,414.3333333333333,281.3333333333333,1,1,3.6666666666666665,3.6666666666666665,0.428,0.6195,2020_12,2020_12,decision=1;rating_share=1.0;confidence_share=0.0,decision=1;rating_share=1.0;confidence_share=0.0,0.732328186572414,-0.27042437093809746,0.4493351055520211,0.4493351055520211,1,0,35-65,35-65,0.7308868501529052,0.3119266055045872,0.3564459552505281,0.3595525536825823,-0.5908233789473022,-0.5773067149796886,0.01351666396761364,2020
H1lMogrKDH,SklkDkSFPB,2020,2020,0,1,Reject,Accept (Poster),1,1,LEARNING DIFFICULT PERCEPTUAL TASKS WITH HODGKIN-HUXLEY NETWORKS,BlockSwap: Fisher-guided Block Substitution for Network Compression on a Budget,"This paper demonstrates that a computational neural network model using ion channel-based conductances to transmit information can solve standard computer vision datasets at near state-of-the-art performance. Although not fully biologically accurate, this model incorporates fundamental biophysical principles underlying the control of membrane potential and the processing of information by Ohmic ion channels. The key computational step employs Conductance-Weighted Averaging (CWA) in place of the traditional affine transformation, representing a fundamentally different computational principle. Importantly, CWA based networks are self-normalizing and range-limited. We also demonstrate for the first time that a network with excitatory and inhibitory neurons and nonnegative synapse strengths can successfully solve computer vision problems. Although CWA models do not yet surpass the current state-of-the-art in deep learning, the results are competitive on CIFAR-10. There remain avenues for improving these networks, e.g. by more closely modeling ion channel function and connectivity patterns of excitatory and inhibitory neurons found in the brain.","The desire to map neural networks to varying-capacity devices has led to the development of a wealth of compression techniques, many of which involve replacing standard convolutional blocks in a large network with cheap alternative blocks. However, not all blocks are created equally; for a required compute budget there may exist a potent combination of many different cheap blocks, though exhaustively searching for such a combination is prohibitively expensive. In this work, we develop BlockSwap: a fast algorithm for choosing networks with interleaved block types by passing a single minibatch of training data through randomly initialised networks and gauging their Fisher potential. These networks can then be used as students and distilled with the original large network as a teacher. We demonstrate the effectiveness of the chosen networks across CIFAR-10 and ImageNet for classification, and COCO for detection, and provide a comprehensive ablation study of our approach. BlockSwap quickly explores possible block configurations using a simple architecture ranking system, yielding highly competitive networks in orders of magnitude less time than most architecture search techniques (e.g. under 5 minutes on a single GPU for CIFAR-10).","['conductance-weighted averaging', 'neural modeling', 'normalization methods']","['model compression', 'architecture search', 'efficiency', 'budget', 'convolutional neural networks']",conductance weighted averaging ; neural modeling ; normalization methods,model compression ; architecture search ; efficiency ; budget ; convolutional neural networks,3,5,8,11,163,185,4,12,https://openreview.net/forum?id=H1lMogrKDH,https://openreview.net/forum?id=SklkDkSFPB,3,3,4.0,5.0,1.7320508075688772,1.7320508075688772,1.0,1.0,,,0.0,0.0,0.9761333333333332,0.2745333333333333,0.8354569934278846,0.5753070458952813,0.0,0.0,1.807919622201689,2.470568647039235,331.0,260.0,1,1,3.6666666666666665,3.6666666666666665,0.428,0.6195,2020_4,2020_12,decision=1;rating_share=1.0;confidence_share=0.0,decision=1;rating_share=1.0;confidence_share=0.0,0.7996264145161488,-1.0865161976805664,0.4493351055520211,0.4493351055520211,1,0,35-65,35-65,0.8685015290519877,0.11926605504587157,0.3688044319694664,0.36784407988131756,-0.5373492391281073,-0.5414769203579834,0.004127681229876168,2020
rJleKgrKwS,B1lKDlHtwS,2020,2020,1,0,Accept (Poster),Reject,1,1,Differentiable learning of numerical rules in knowledge graphs,Measuring causal influence with back-to-back regression: the linear case,"Rules over a knowledge graph (KG) capture interpretable patterns in data and can be used for KG cleaning and completion. Inspired by the TensorLog differentiable logic framework, which compiles rule inference into a sequence of differentiable operations, recently a method called Neural LP has been proposed for learning the parameters as well as the structure of rules. However, it is limited with respect to the treatment of numerical features like age, weight or scientific measurements. We address this limitation by extending Neural LP to learn rules with numerical values, e.g., ”People younger than 18 typically live with their parents“. We demonstrate how dynamic programming and cumulative sum operations can be exploited to ensure efficiency of such extension. Our novel approach allows us to extract more expressive rules with aggregates, which are of higher quality and yield more accurate predictions compared to rules learned by the state-of-the-art methods, as shown by our experiments on synthetic and real-world datasets.","Identifying causes from observations can be particularly challenging when i) potential factors are difficult to manipulate individually and ii) observations are complex and multi-dimensional. To address this issue, we introduce “Back-to-Back” regression (B2B), a method designed to efficiently measure, from a set of co-varying factors, the causal influences that most plausibly account for multidimensional observations. After proving the consistency of B2B and its links to other linear approaches, we show that our method outperforms least-squares regression and cross-decomposition techniques (e.g. canonical correlation analysis and partial least squares) on causal identification. Finally, we apply B2B to neuroimaging recordings of 102 subjects reading word sequences. The results show that the early and late brain representations, caused by low- and high-level word features respectively, are more reliably detected with B2B than with other standard techniques.","['knowledge graphs', 'rule learning', 'differentiable neural logic']",,knowledge graphs ; rule learning ; differentiable neural logic,missingkeyword,3,0,8,11,161,143,4,3,https://openreview.net/forum?id=rJleKgrKwS,https://openreview.net/forum?id=B1lKDlHtwS,3,3,5.0,4.0,1.7320508075688772,1.7320508075688772,1.0,1.0,,,0.0,0.0,0.9614666666666668,0.5023333333333334,0.568722634684942,0.2222222222222222,0.0,0.0,1.544355606320198,1.243029461106936,260.6666666666667,343.3333333333333,1,1,3.6666666666666665,3.6666666666666665,0.6195,0.428,2020_4,2020_3,decision=1;rating_share=1.0;confidence_share=0.0,decision=1;rating_share=1.0;confidence_share=0.0,0.760197359529141,-0.4741112845414387,0.4493351055520211,0.4493351055520211,1,0,35-65,35-65,0.7981651376146789,0.2599388379204893,0.3807897267509214,0.37852292074563854,-0.48619758881918196,-0.49582240271557926,0.0096248138963973,2020
SyeHPgHFDr,ByeAK1BKPB,2020,2020,0,0,Reject,Reject,1,1,Finding Deep Local Optima Using Network Pruning,Projected Canonical Decomposition for Knowledge Base Completion,"Artificial neural networks (ANNs) are very popular nowadays and offer reliable solutions to many classification problems. However, training deep neural networks (DNN) is time-consuming due to the large number of parameters. Recent research indicates that these DNNs might be over-parameterized and different solutions have been proposed to reduce the complexity both in the number of parameters and in the training time of the neural networks. Furthermore, some researchers argue that after reducing the neural network complexity via connection pruning, the remaining weights are irrelevant and retraining the sub-network would obtain a comparable accuracy with the original one. This may hold true in most vision problems where we always enjoy a large number of training samples and research indicates that most local optima of the convolutional neural networks may be equivalent. However, in non-vision sparse datasets, especially with many irrelevant features where a standard neural network would overfit, this might not be the case and there might be many non-equivalent local optima. This paper presents empirical evidence for these statements and an empirical study of the learnability of neural networks (NNs) on some challenging non-linear real and simulated data with irrelevant variables. Our simulation experiments indicate that the cross-entropy loss function on XOR-like data has many local optima, and the number of local optima grows exponentially with the number of irrelevant variables. We also introduce a connection pruning method to improve the capability of NNs to find a deep local minimum even when there are irrelevant variables. Furthermore, the performance of the discovered sparse sub-network degrades considerably either by retraining from scratch or the corresponding original initialization, due to the existence of many bad optima around. Finally, we will show that the performance of neural networks for real-world experiments on sparse datasets can be recovered or even improved by discovering a good sub-network architecture via connection pruning.","The leading approaches to tensor completion and link prediction are based on the canonical polyadic (CP) decomposition of tensors. While these approaches were originally motivated by low rank approximations, the best performances are usually obtained for ranks as high as permitted by computation constraints. For large scale factorization problems where the factor dimensions have to be kept small, the performances of these approaches tend to drop drastically. The other main tensor factorization model, Tucker decomposition, is more flexible than CP for fixed factor dimensions, so we expect Tucker-based approaches to yield better performance under strong constraints on the number of parameters. However, as we show in this paper through experiments on standard benchmarks of link prediction in knowledge bases, ComplEx, a variant of CP, achieves similar performances to recent approaches based on Tucker decomposition on all operating points in terms of number of parameters. In a control experiment, we show that one problem in the practical application of Tucker decomposition to large-scale tensor completion comes from the adaptive optimization algorithms based on diagonal rescaling, such as Adagrad. We present a new algorithm for a constrained version of Tucker which implicitly applies Adagrad to a CP-based model with an additional projection of the embeddings onto a fixed lower dimensional subspace. The resulting Tucker-style extension of ComplEx obtains similar best performances as ComplEx, with substantial gains on some datasets under constraints on the number of parameters.","['network pruning', 'non-convex optimization']","['knowledge base completion', 'adagrad']",network pruning ; non convex optimization,knowledge base completion ; adagrad,2,2,7,7,317,238,9,4,https://openreview.net/forum?id=SyeHPgHFDr,https://openreview.net/forum?id=ByeAK1BKPB,3,3,4.0,4.666666666666667,1.7320508075688772,2.886751345948129,1.0,1.0,,,0.0,0.0,0.9775333333333333,0.5231,0.9382948809307434,0.2434567118251912,0.0,0.0,2.314046546784798,1.1200840923371445,345.0,370.6666666666667,1,1,3.6666666666666665,3.6666666666666665,0.428,0.547,2020_9,2020_4,decision=1;rating_share=1.0;confidence_share=0.0,decision=1;rating_share=1.0;confidence_share=0.0,0.8033900970376362,-0.4182833271393791,0.4493351055520211,0.4493351055520211,1,0,35-65,35-65,0.8776758409785933,0.2691131498470948,0.38153475560300065,0.38569167429301116,-0.4830390478047582,-0.4654586822238879,0.017580365580870283,2020
H1eNleBYwr,rygwLgrYPB,2020,2020,0,1,Reject,Accept (Poster),1,1,GENN: Predicting Correlated Drug-drug Interactions with Graph Energy Neural Networks,Regularizing activations in neural networks via distribution matching with the Wasserstein metric,"Gaining more comprehensive knowledge about drug-drug interactions (DDIs) is one of the most important tasks in drug development and medical practice. Recently graph neural networks have achieved great success in this task by modeling drugs as nodes and drug-drug interactions as links and casting DDI predictions as link prediction problems. However, correlations between link labels (e.g., DDI types) were rarely considered in existing works. We propose the graph energy neural network (\\mname) to explicitly model link type correlations. We formulate the DDI prediction task as a structure prediction problem and introduce a new energy-based model where the energy function is defined by graph neural networks. Experiments on two real-world DDI datasets demonstrated that \\mname is superior to many baselines without consideration of link type correlations and achieved $13.77\\%$ and $5.01\\%$ PR-AUC improvement on the two datasets, respectively. We also present a case study in which \\mname can better capture meaningful DDI correlations compared with baseline models.","Regularization and normalization have become indispensable components in training deep neural networks, resulting in faster training and improved generalization performance. We propose the projected error function regularization loss (PER) that encourages activations to follow the standard normal distribution. PER randomly projects activations onto one-dimensional space and computes the regularization loss in the projected space. PER is similar to the Pseudo-Huber loss in the projected space, thus taking advantage of both $L^1$ and $L^2$ regularization losses. Besides, PER can capture the interaction between hidden units by projection vector drawn from a unit sphere. By doing so, PER minimizes the upper bound of the Wasserstein distance of order one between an empirical distribution of activations and the standard normal distribution. To the best of the authors' knowledge, this is the first work to regularize activations via distribution matching in the probability distribution space. We evaluate the proposed method on the image classification task and the word-level language modeling task.","['graph neural networks', 'energy model', 'structure prediction', 'drug-drug-interaction']","['regularization', 'Wasserstein metric', 'deep learning']",graph neural networks ; energy model ; structure prediction ; drug drug interaction,regularization ; wasserstein metric ; deep learning,4,3,11,12,160,160,12,7,https://openreview.net/forum?id=H1eNleBYwr,https://openreview.net/forum?id=rygwLgrYPB,3,3,4.0,5.0,1.7320508075688772,1.7320508075688772,1.0,1.0,,,0.0,0.0,0.9614666666666668,0.421,0.1875104900973481,0.6000528680941052,0.0,0.0,1.2257678751258811,0.5128205128205129,344.6666666666667,220.3333333333333,1,1,3.6666666666666665,3.6666666666666665,0.428,0.6195,2020_12,2020_7,decision=1;rating_share=1.0;confidence_share=0.0,decision=1;rating_share=1.0;confidence_share=0.0,0.760197359529141,-0.6927633167421224,0.4493351055520211,0.4493351055520211,1,0,35-65,35-65,0.7951070336391437,0.22935779816513763,0.3815689169057054,0.38759998761282954,-0.48289427813905333,-0.45741183595281615,0.025482442186237186,2020
