paper_id,title,Forum,mean_sentiment,min_sentiment,sentiment_std,mean_positive_ratio,mean_negative_ratio,mean_politeness,mean_toxicity,mean_constructiveness,num_reviews,mean_review_length,final_decision_text,decision,mean_score,score_std,score_count,mean_confidence,confidence_std,confidence_count,year,decision_label
11,Seq2SQL: Generating Structured Queries From Natural Language Using Reinforcement Learning ,Syx6bz-Ab,0.5585598436204043,0.13467457736842622,0.367706960057537,0.08551015241473255,0.0357287968745984,0.6842075586363171,0.057718298335346675,0.3186062479456809,3.0,279.6666666666667,Reject,0,4.666666666666667,0.5773502691896257,3.0,4.333333333333333,0.5773502691896257,3.0,2018,reject
12,Recursive Binary Neural Network Learning Model  with 2-bit/weight Storage Requirement,rkONG0xAW,0.6305958054581331,0.5053875089198503,0.14447862396227293,0.061558778966131905,0.03163355402767167,0.7787399468467348,0.03807994157258863,0.4623687479138048,3.0,303.6666666666667,Reject,0,6.0,1.0,3.0,3.3333333333333335,0.5773502691896257,3.0,2018,reject
13,Learning to select examples for program synthesis,B1CQGfZ0b,0.7547267386182471,0.7515325864485802,0.0036205156647256113,0.07881907459388934,0.043452932125498715,0.7271341573714049,0.039925925986028864,0.40356863637052426,3.0,618.6666666666666,Reject,0,4.666666666666667,0.5773502691896258,3.0,3.6666666666666665,0.5773502691896258,3.0,2018,reject
14,Adversarial Learning for Semi-Supervised Semantic Segmentation,SJQO7UJCW,0.6290972137732481,0.5318888988722539,0.12134659244115706,0.09905165977871432,0.07114896585426943,0.7520334878975335,0.03564248759442575,0.4482659097773034,3.0,354.3333333333333,Reject,0,5.0,0.0,3.0,4.333333333333333,0.5773502691896258,3.0,2018,reject
15,The Information-Autoencoding Family: A Lagrangian Perspective on Latent Variable Generative Modeling,ryZERzWCZ,0.793961527305037,0.7478727669853538,0.04367824406964276,0.10805972530290105,0.045471732786517484,0.8300438933178995,0.03611427821383278,0.39173753573414744,3.0,428.3333333333333,Reject,0,5.0,1.0,3.0,4.0,0.0,3.0,2018,reject
16,Defense-GAN: Protecting Classifiers Against Adversarial Attacks Using Generative Models,BkJ3ibb0-,0.11639614556861971,-0.7276858438924227,0.7415804054312629,0.0806852068245091,0.08554796139320146,0.6712148150598051,0.06754777487341868,0.4703489287292946,3.0,305.0,Accept (Poster),1,6.666666666666667,1.1547005383792517,3.0,3.3333333333333335,0.5773502691896258,3.0,2018,accept
17,Ground-Truth Adversarial Examples,Hki-ZlbA-,-0.5652184830298329,-0.5888147962760871,0.03060274421024002,0.06305670418195641,0.0766671696132717,0.745322936092716,0.046616803060724084,0.40283633755661147,3.0,394.0,Reject,0,5.0,1.0,3.0,3.6666666666666665,0.5773502691896257,3.0,2018,reject
18,CNNs as Inverse Problem Solvers and Double Network Superresolution,SyqAPeWAZ,0.7727517918615047,0.7607925214635196,0.010659471148500988,0.07736564656465646,0.03880438190160479,0.732614945588136,0.05590018932206809,0.36808805982689013,3.0,583.6666666666666,Reject,0,4.333333333333333,1.5275252316519465,3.0,3.6666666666666665,1.5275252316519468,3.0,2018,reject
19,Unsupervised Learning of Goal Spaces for Intrinsically Motivated Goal Exploration,S1DWPP1A-,0.6490782520527877,0.4022733342073126,0.21496221135829105,0.08293209841170411,0.03725982838579134,0.7733016312910586,0.05474450417018426,0.523881137950535,3.0,628.6666666666666,Accept (Poster),1,6.666666666666667,0.5773502691896257,3.0,3.3333333333333335,1.1547005383792515,3.0,2018,accept
20,Generation and Consolidation of Recollections for Efficient Deep Lifelong Learning,r1ISxGZRb,-0.20510611498410222,-0.7049169057805835,0.832618290254739,0.058732869681859264,0.05541946461376957,0.6441401655661052,0.04417228005715452,0.21195508557240403,3.0,311.6666666666667,Reject,0,5.0,0.0,3.0,2.6666666666666665,0.5773502691896257,3.0,2018,reject
21,Word translation without parallel data,H196sainb,0.624276112316346,0.2191617266307489,0.35085952533157305,0.0971171000399411,0.025629582043180128,0.7677988271068227,0.04624370865817989,0.3811060493338767,3.0,309.6666666666667,Accept (Poster),1,6.666666666666667,3.214550253664318,3.0,4.0,1.0,3.0,2018,accept
22,Towards Provable Control for Unknown Linear Dynamical Systems,BygpQlbA-,0.7776762243991379,0.7602537998234049,0.026168897492585684,0.09667755823653656,0.04282854002327687,0.738607018077842,0.0759968735974928,0.5068305228190579,3.0,525.0,Invite to Workshop Track,0,5.333333333333333,1.5275252316519465,3.0,3.3333333333333335,0.5773502691896257,3.0,2018,reject
23,Critical Points of Linear Neural Networks: Analytical Forms and Landscape Properties,SysEexbRb,0.20847685122839968,-0.5426324504741725,0.6963196388038695,0.08171093853470592,0.050774333273132265,0.7391347846355342,0.02899245981578472,0.2992006235254466,3.0,344.3333333333333,Accept (Poster),1,6.666666666666667,0.5773502691896257,3.0,4.0,1.0,3.0,2018,accept
24,WSNet: Learning Compact and Efficient Networks with Weight Sampling,H1I3M7Z0b,0.6930469939260414,0.6018748368305368,0.08034510363063185,0.0844486241753107,0.04379864288506307,0.7388408197383959,0.022415264825900883,0.46786205456228963,3.0,405.0,Invite to Workshop Track,0,5.666666666666667,0.5773502691896257,3.0,4.0,1.0,3.0,2018,reject
25,Meta-Learning and Universality: Deep Representations and Gradient Descent can Approximate any Learning Algorithm,HyjC5yWCW,0.5670820640274604,0.44332499999999997,0.16348169832125234,0.04804819564166549,0.016068140996856755,0.7281780371624625,0.08913009161450423,0.22388573562359973,3.0,356.3333333333333,Accept (Poster),1,6.333333333333333,0.5773502691896258,3.0,1.6666666666666667,1.1547005383792517,3.0,2018,accept
26,Maximum a Posteriori Policy Optimisation,S1ANxQW0b,0.7959220423938955,0.7729628938460039,0.020089621385659357,0.11702362482946078,0.025073136691663823,0.7424026097354193,0.034010109339116724,0.46842302730492097,3.0,317.3333333333333,Accept (Poster),1,6.0,1.0,3.0,3.3333333333333335,2.0816659994661326,3.0,2018,accept
27,Trace norm regularization and faster inference for embedded speech recognition RNNs,B1tC-LT6W,0.6778024944343893,0.5262561305845916,0.13788338648251297,0.0721276137500762,0.030179402839049643,0.7327554450550293,0.0577846009072284,0.33497658638770367,3.0,396.0,Reject,0,4.666666666666667,0.5773502691896257,3.0,3.6666666666666665,1.1547005383792515,3.0,2018,reject
28,Domain Adaptation for Deep Reinforcement Learning in Visually Distinct Games,BJB7fkWR-,0.6756968625266143,0.569494029918294,0.11061278995557916,0.08245759023080497,0.03075037736011428,0.6756922030479902,0.0693479888470078,0.3674394036894037,3.0,185.0,Reject,0,3.0,1.0,3.0,4.0,1.0,3.0,2018,reject
29,The Implicit Bias of Gradient Descent on Separable Data,r1q7n9gAb,0.7532338103151002,0.7281573028660449,0.03022449014226034,0.09801239715620062,0.0442488070373363,0.6905697642486438,0.0619925779681775,0.42865183711687144,3.0,396.0,Accept (Poster),1,6.666666666666667,1.5275252316519465,3.0,4.333333333333333,0.5773502691896257,3.0,2018,accept
30,Online Learning Rate Adaptation with Hypergradient Descent,BkrsAzWAb,0.7774501395096715,0.7648501185695837,0.013231396952750527,0.11078494184304917,0.04776537825003382,0.7781887135277232,0.05528788556850752,0.569776339733462,3.0,281.6666666666667,Accept (Poster),1,6.666666666666667,0.5773502691896258,3.0,3.6666666666666665,0.5773502691896258,3.0,2018,accept
31,Learning Parsimonious Deep Feed-forward Networks,HJMN-xWC-,0.5508484374889248,0.3284208832754157,0.24848654672758713,0.07003605840943299,0.0338097193255985,0.7462119289254739,0.03039662090563644,0.5051530259600863,3.0,264.6666666666667,Reject,0,4.666666666666667,0.5773502691896257,3.0,3.0,1.7320508075688772,3.0,2018,reject
32,Latent forward model for Real-time Strategy game planning with incomplete information,H1LAqMbRW,0.17780312214485558,-0.6597751353338688,0.7275588188789721,0.0726326657843974,0.06245313327193421,0.7310977882257896,0.06470668853150603,0.4475669048521946,3.0,471.3333333333333,Reject,0,4.333333333333333,0.5773502691896257,3.0,4.0,1.0,3.0,2018,reject
33,Learning Weighted Representations for Generalization Across Designs,B1X4DWWRb,0.6614234804129927,0.5989707961050378,0.06457192660234733,0.06269426652393913,0.03062445366448682,0.696301330018161,0.04786641623566613,0.41209578620694903,3.0,323.3333333333333,Reject,0,6.666666666666667,1.5275252316519465,3.0,3.3333333333333335,0.5773502691896258,3.0,2018,reject
34,Spherical CNNs,Hkbd5xZRb,0.8012900892823834,0.7708038485531703,0.029882056400560787,0.12091777068976577,0.011725839608724342,0.7188568275962064,0.05048917610557224,0.1774553828439839,3.0,219.66666666666666,Accept (Oral),1,8.0,1.0,3.0,3.6666666666666665,0.5773502691896258,3.0,2018,accept
35,Syntax-Directed Variational Autoencoder for Structured Data,SyqShMZRb,0.6055253705378353,0.4987769217111081,0.12995936547888684,0.07402084257206208,0.04399994720726428,0.7541778235424093,0.06236666129477426,0.46938034951723395,3.0,250.0,Accept (Poster),1,5.0,2.0,3.0,2.0,1.0,3.0,2018,accept
36,HybridNet: A Hybrid Neural Architecture to Speed-up Autoregressive  Models,rJoXrxZAZ,0.3230404537805833,-0.4188067925597198,0.652749419629752,0.07995630733294755,0.04057752153405834,0.6821080860364207,0.046236073865452774,0.37278605942658566,3.0,305.6666666666667,Reject,0,4.666666666666667,1.1547005383792517,3.0,5.0,0.0,3.0,2018,reject
37,Learning to Count Objects in Natural Images for Visual Question Answering,B12Js_yRb,0.7761180387932352,0.7182672636827935,0.059375056919197554,0.10735948924308057,0.04108832772671781,0.6853398734456864,0.03618549864679895,0.17834870534106861,3.0,355.0,Accept (Poster),1,5.333333333333333,1.1547005383792517,3.0,3.3333333333333335,0.5773502691896258,3.0,2018,accept
38,Key Protected Classification for GAN Attack Resilient Collaborative Learning,Sk1NTfZAb,-0.11783013213199074,-0.6803935182567551,0.5431800927914403,0.07642690781301932,0.07475468318419413,0.7150245530359135,0.06500311471319982,0.4946170967876635,3.0,386.3333333333333,Reject,0,4.0,1.0,3.0,3.3333333333333335,1.1547005383792517,3.0,2018,reject
39,Comparison of Paragram and GloVe Results for Similarity Benchmarks,HyHmGyZCZ,-0.2132592475448569,-0.696003452589619,0.7938343508448106,0.03971630202644973,0.07175489143601269,0.7382453956358214,0.09426343024117669,0.20515700084369612,3.0,238.66666666666666,Reject,0,3.0,1.0,3.0,4.333333333333333,0.5773502691896258,3.0,2018,reject
40,Statestream: A toolbox to explore layerwise-parallel deep neural networks,SkfNU2e0Z,0.7300741090396518,0.7009846461548082,0.026623967211043837,0.09161065561448334,0.027497558145317708,0.7250603406348103,0.054251866247290885,0.5227463446054751,3.0,211.0,Reject,0,4.333333333333333,1.1547005383792517,3.0,3.6666666666666665,0.5773502691896257,3.0,2018,reject
41,Optimal transport maps for distribution preserving operations on latent spaces of Generative Models,SyBBgXWAZ,0.7436974071291127,0.6432925796964072,0.08712924917561092,0.09292966798951323,0.035886473832494575,0.7518549906718707,0.07261473120478527,0.5871403235739152,3.0,409.3333333333333,Reject,0,5.333333333333333,1.1547005383792517,3.0,3.3333333333333335,0.5773502691896258,3.0,2018,reject
42,Tandem Blocks in Deep Convolutional Neural Networks,rkmoiMbCb,0.2917949225728846,-0.6930055120781139,0.8529298246245092,0.08009516067757218,0.053497983894997166,0.7340971675860525,0.04941600431552496,0.43973577849966006,3.0,377.6666666666667,Reject,0,5.333333333333333,1.5275252316519465,3.0,4.0,0.0,3.0,2018,reject
43,Smooth Loss Functions for Deep Top-k Classification,Hk5elxbRW,0.32614475669570414,-0.6374716183816485,0.8355869922530637,0.11474714107128241,0.07676418544712907,0.7213960874712385,0.0456592336219954,0.18782158721436096,3.0,256.3333333333333,Accept (Poster),1,7.0,1.0,3.0,4.333333333333333,0.5773502691896257,3.0,2018,accept
44,Entropy-SGD optimizes the prior of a PAC-Bayes bound: Data-dependent PAC-Bayes priors via differential privacy,ry9tUX_6-,0.606261582535612,0.3558673840544494,0.2168605501712003,0.07883912490280624,0.04784991871068071,0.7327425075260597,0.07040821375556655,0.627957914339933,3.0,305.0,Reject,0,6.0,0.0,3.0,3.0,0.0,3.0,2018,reject
45,Minimal-Entropy Correlation Alignment for Unsupervised Deep Domain Adaptation,rJWechg0Z,0.8123416366521572,0.7835378997514728,0.025097501371191957,0.09210552918587496,0.010598293290411563,0.678152524979831,0.042046146203375934,0.32117526290853643,3.0,324.6666666666667,Accept (Poster),1,7.0,1.0,3.0,4.666666666666667,0.5773502691896257,3.0,2018,accept
46,Automatic Parameter Tying in Neural Networks,HkinqfbAb,0.13700516577812594,-0.7050908488806431,0.7713807801741007,0.07462521991912986,0.05431071680245984,0.7283755883207018,0.06805876541254251,0.6235032140657594,3.0,322.3333333333333,Reject,0,6.0,0.0,3.0,4.333333333333333,0.5773502691896258,3.0,2018,reject
47,PixelNN: Example-based Image Synthesis,Syhr6pxCW,0.386503061438092,-0.12522928373982684,0.45880478153961857,0.06298600910205461,0.025706337277050906,0.6592975894735515,0.07932831543667468,0.3471333375307373,3.0,233.0,Accept (Poster),1,7.0,1.0,3.0,3.6666666666666665,0.5773502691896257,3.0,2018,accept
48,Adversarial reading networks for machine comprehension,Hy3MvSlRW,0.17843758445465066,-0.8134076791153176,0.8590593842840678,0.06933246813246813,0.08946204666204664,0.7513646457259769,0.06548401548401549,0.49573739139439077,3.0,428.0,Reject,0,4.666666666666667,0.5773502691896257,3.0,4.666666666666667,0.5773502691896257,3.0,2018,reject
49,DNN Model Compression Under Accuracy Constraints,By0ANxbRW,-0.21548600541725862,-0.580007531376883,0.3793057497085507,0.05569490674090871,0.06357364136305282,0.7070001366972115,0.05810975928112408,0.29310130634054116,3.0,300.6666666666667,Reject,0,3.3333333333333335,0.5773502691896257,3.0,3.6666666666666665,1.1547005383792515,3.0,2018,reject
50,Autonomous Vehicle Fleet Coordination With Deep Reinforcement Learning,B1EGg7ZCb,0.3371508946234014,-0.3407339956877404,0.5964815836981295,0.08609386952634901,0.0645614354713214,0.7440669137483121,0.07271930726003169,0.38829063235869604,3.0,437.6666666666667,Reject,0,3.3333333333333335,0.5773502691896258,3.0,4.0,1.0,3.0,2018,reject
51,Deep Learning Inferences with Hybrid Homomorphic Encryption,ByCPHrgCW,0.5416319358286877,-0.010540629036523488,0.4810122210132006,0.09875239340567359,0.026693503985504307,0.7512870463856921,0.051129925059419774,0.2322508574714337,3.0,342.0,Reject,0,4.0,0.0,3.0,4.666666666666667,0.5773502691896258,3.0,2018,reject
52,Trust-PCL: An Off-Policy Trust Region Method for Continuous Control,HyrCWeWCb,0.3385487209154437,-0.03620357816751364,0.4829723949604351,0.11893835819421118,0.05998059534393624,0.6895796299677306,0.025313642200928577,0.2818668921674643,3.0,184.33333333333334,Accept (Poster),1,5.333333333333333,0.5773502691896257,3.0,3.0,1.7320508075688772,3.0,2018,accept
53,Graph2Seq: Scalable Learning Dynamics for Graphs,SJvu-GW0b,0.187379353037769,-0.08058097756289453,0.2686575882441787,0.06147256303355172,0.042989580738895805,0.7172482537529868,0.029913864674138646,0.30825536283740623,3.0,291.0,Reject,0,4.0,0.0,3.0,3.6666666666666665,0.5773502691896258,3.0,2018,reject
54,Residual Gated Graph ConvNets,HyXBcYg0b,0.15380321645261827,-0.41593114035147666,0.5503850699759948,0.05101485591289992,0.041138802734890755,0.731641193784179,0.04191070633613422,0.2805678975005766,3.0,289.0,Reject,0,5.333333333333333,2.081665999466133,3.0,3.6666666666666665,0.5773502691896258,3.0,2018,reject
55,Neural Clustering By Predicting And Copying Noise,BJvVbCJCb,0.7102023484248005,0.6735586803004917,0.03289581540346367,0.06852832625953492,0.03207710230349744,0.6860211506859851,0.05227159187751623,0.28589809591994186,3.0,311.6666666666667,Reject,0,5.0,0.0,3.0,3.6666666666666665,0.5773502691896258,3.0,2018,reject
56,DuoRC: Towards Complex Language Understanding with Paraphrased Reading Comprehension,H1eJxngCW,0.7639297263317532,0.7089214619988535,0.04787214997380655,0.08853300505089834,0.019416969442539397,0.6894473310960118,0.05499809022670469,0.39812870648949733,3.0,337.0,Invite to Workshop Track,0,6.666666666666667,0.5773502691896258,3.0,3.6666666666666665,0.5773502691896258,3.0,2018,reject
57,Stochastic Activation Pruning for Robust Adversarial Defense,H1uR4GZRZ,0.2895319496727695,-0.7013886303481421,0.8582256125138792,0.10780043050638737,0.06455158866011312,0.6877483992440233,0.09203751286941975,0.38264911504914495,3.0,229.33333333333334,Accept (Poster),1,6.333333333333333,0.5773502691896257,3.0,3.6666666666666665,0.5773502691896258,3.0,2018,accept
58,Learning to Optimize Neural Nets,BkM27IxR-,0.6991380372590044,0.6578928517476537,0.035759598249299224,0.06726257623084932,0.03880702067529376,0.715161345844389,0.06239464028955327,0.32658429028460384,3.0,365.6666666666667,Reject,0,5.666666666666667,0.5773502691896258,3.0,3.3333333333333335,0.5773502691896258,3.0,2018,reject
59,Generative Discovery of Relational Medical Entity Pairs,BJhxcGZCW,0.687744458182142,0.5316712601741705,0.13516762372815652,0.05868312740215903,0.01273059801094257,0.7258188436338999,0.06779254685276187,0.3646908104313192,3.0,259.6666666666667,Reject,0,3.3333333333333335,1.1547005383792517,3.0,4.0,1.0,3.0,2018,reject
60,Multi-Advisor Reinforcement Learning,rkvDssyRb,0.6231717389904214,0.3364100154611377,0.24890764596987924,0.08497878558723689,0.0467022324879516,0.7532606275990523,0.09655801962987542,0.4509661112855334,3.0,579.6666666666666,Reject,0,4.0,0.0,3.0,4.333333333333333,0.5773502691896257,3.0,2018,reject
61,Learning Sparse Latent Representations with the Deep Copula Information Bottleneck,Hk0wHx-RW,0.5531843315340224,-0.01874785907517254,0.38307489710914056,0.08065231720186249,0.040831275699402356,0.7704141401481512,0.02853494330933079,0.4715993808331982,4.0,339.75,Accept (Poster),1,5.75,0.4999999999999999,4.0,2.75,1.2583057392117918,4.0,2018,accept
62,Joint autoencoders: a flexible meta-learning framework,S1tWRJ-R-,0.7737630218102186,0.6923560871268937,0.0705132516770804,0.09932127470150381,0.030273800347615804,0.731864667706323,0.04299531710496487,0.37071022313886665,3.0,274.0,Reject,0,4.666666666666667,0.5773502691896258,3.0,3.6666666666666665,0.5773502691896258,3.0,2018,reject
63,Analyzing and Exploiting NARX Recurrent Neural Networks for Long-Term Dependencies,r1pW0WZAW,0.13768284669268446,-0.6854898272921325,0.7159467922720036,0.03964415184133854,0.04713318156694116,0.6957121492315652,0.009057971014492754,0.3924991323150833,3.0,279.0,Invite to Workshop Track,0,5.333333333333333,2.081665999466133,3.0,4.333333333333333,0.5773502691896257,3.0,2018,reject
64,Flexible Prior Distributions for Deep Generative Models,Byk4My-RZ,0.752545756181331,0.65387261061426,0.08651747034998859,0.0830848529735677,0.017607514046385518,0.7440733781397265,0.058745619874146525,0.38752424718684814,3.0,369.3333333333333,Reject,0,5.666666666666667,0.5773502691896257,3.0,3.6666666666666665,0.5773502691896258,3.0,2018,reject
65,Meta-Learning for Semi-Supervised Few-Shot Classification,HJcSzz-CZ,0.530351215794344,0.31625040689617756,0.21200599093749478,0.06704864965846528,0.0301723725483036,0.6853472311197862,0.04651416018234942,0.46264278068171644,3.0,243.33333333333334,Accept (Poster),1,6.0,0.0,3.0,4.333333333333333,0.5773502691896257,3.0,2018,accept
66,Prediction Under Uncertainty with Error Encoding Networks,HJIhGXWCZ,-0.04577488327528478,-0.7264034371472863,0.7635509918022052,0.05407765910102358,0.06244485486821935,0.7541839483167614,0.10031647134450873,0.43263660731257514,3.0,356.3333333333333,Reject,0,4.666666666666667,0.5773502691896257,3.0,3.0,1.0,3.0,2018,reject
67,Deep contextualized word representations,S1p31z-Ab,0.7480974252187632,0.6911772465590899,0.056234888493083036,0.07382415241165875,0.011245678148860521,0.7316876626768177,0.11668746017493666,0.19615898137483603,3.0,211.66666666666666,Accept (Poster),1,5.666666666666667,0.5773502691896258,3.0,4.0,1.0,3.0,2018,accept
68,Stochastic Variational Video Prediction,rk49Mg-CW,0.7927841116991886,0.7701129535577319,0.020977199760515732,0.09053379288993378,0.03260766276549289,0.7004872803753974,0.03853509443924786,0.3394056049618843,3.0,481.0,Accept (Poster),1,7.0,0.0,3.0,4.333333333333333,0.5773502691896257,3.0,2018,accept
69,Data Augmentation by Pairing Samples for Images Classification,SJn0sLgRb,0.7675648319626518,0.6319947700203118,0.12442864663420213,0.11710042311892,0.02640861417179538,0.7030130813400038,0.0420805311528026,0.3668269954111187,3.0,253.66666666666666,Reject,0,5.0,1.0,3.0,4.333333333333333,0.5773502691896257,3.0,2018,reject
70,Learning Deep ResNet Blocks Sequentially using Boosting Theory,SksY3deAW,0.2414754548956394,-0.7156900607501208,0.8291443868732198,0.08110032172851063,0.05751721301332644,0.7047365104121338,0.03150078997440877,0.33497978168081216,3.0,372.0,Reject,0,4.666666666666667,0.5773502691896258,3.0,3.6666666666666665,0.5773502691896258,3.0,2018,reject
71,Multimodal Sentiment Analysis To Explore the Structure of Emotions,BJ6anzb0Z,0.7566273219833209,0.6846319471316081,0.06979074973167951,0.08671021794604682,0.03699379034512724,0.7148470748271185,0.10514916731168199,0.31273796958520966,3.0,456.0,Reject,0,5.0,1.0,3.0,5.0,0.0,3.0,2018,reject
72,An efficient framework for learning sentence representations,rJvJXZb0W,0.7998944130791505,0.7761417804026917,0.03220739325454917,0.1103559466165757,0.02097698563772662,0.7667458445706714,0.029896278408828487,0.6439281159420264,3.0,557.3333333333334,Accept (Poster),1,6.666666666666667,1.1547005383792517,3.0,4.333333333333333,0.5773502691896258,3.0,2018,accept
73,Learning what to learn in a neural program,BJ4prNx0W,0.8034029201039266,0.771214621446333,0.05467655864945476,0.10152002429978528,0.010028766667643992,0.7337848275762181,0.07376813080581156,0.35984513801282375,3.0,296.3333333333333,Reject,0,4.666666666666667,0.5773502691896258,3.0,3.3333333333333335,1.1547005383792515,3.0,2018,reject
74,Learning Independent Features with Adversarial Nets for Non-linear ICA,ryykVe-0W,0.7076820243749914,0.64529394243628,0.055005896059589145,0.08251064134466068,0.05528233437002731,0.7456992268776408,0.05717855810467459,0.40141097708292944,3.0,409.3333333333333,Reject,0,4.666666666666667,1.5275252316519468,3.0,4.333333333333333,1.1547005383792517,3.0,2018,reject
75,Exploring Deep Recurrent Models with Reinforcement Learning for Molecule Design,HkcTe-bR-,0.3160137606916357,-0.553755924007693,0.7551562818968347,0.08577022900763358,0.04165417889998043,0.7148307878283827,0.06449892346838912,0.3870185774457357,3.0,197.66666666666666,Invite to Workshop Track,0,5.666666666666667,1.5275252316519465,3.0,3.0,1.0,3.0,2018,reject
76,Generating Adversarial Examples with Adversarial Networks,HknbyQbC-,0.6073803962595118,0.3873555132828012,0.19907853151718985,0.09323274773514557,0.07158746614838571,0.7334191795936738,0.0898788022143459,0.2562066200794891,3.0,293.6666666666667,Reject,0,5.666666666666667,1.5275252316519465,3.0,3.6666666666666665,0.5773502691896258,3.0,2018,reject
77,Discriminative k-shot learning using probabilistic models,r1DPFCyA-,0.7202124171834975,0.5947629094240087,0.11123417611842483,0.07328356546417966,0.025148963476986506,0.6660730556806015,0.06783663985359444,0.40446431920054765,3.0,375.6666666666667,Reject,0,5.0,0.0,3.0,3.0,0.0,3.0,2018,reject
78,On the importance of single directions for generalization,r1iuQjxCZ,0.8018271632588926,0.7522487349950124,0.04447479168994056,0.09900685058362406,0.029032120346954304,0.7652833942777028,0.03531125591469305,0.4256522273774032,3.0,543.0,Accept (Poster),1,7.0,2.0,3.0,3.3333333333333335,0.5773502691896257,3.0,2018,accept
79,Combining Symbolic Expressions and Black-box Function Evaluations in Neural Programs,Hksj2WWAW,0.7713205670997021,0.7212905726760576,0.04332763917883277,0.07224217134743642,0.023869975391271808,0.7242047263170202,0.043665097261858486,0.33101529228351567,3.0,697.6666666666666,Accept (Poster),1,6.333333333333333,1.5275252316519468,3.0,3.6666666666666665,0.5773502691896257,3.0,2018,accept
80,Image Quality Assessment Techniques Improve Training and Evaluation of Energy-Based Generative Adversarial Networks,ryzm6BATZ,0.49590602733010325,-0.09024886775306931,0.5076358263374509,0.11182783882783882,0.05472810522810523,0.7481591437008367,0.0705877455877456,0.19212421623453654,3.0,235.0,Reject,0,5.333333333333333,0.5773502691896258,3.0,3.0,0.0,3.0,2018,reject
